"","V1","V2","V3"
"1",0.237851155344035,0.693559326593855,0.0672679679690096
"2",0.127288551672514,0.73047315095156,0.14102891719864
"3",0.0356639614399511,0.812476488855445,0.150820386775564
"4",0.274624554985396,0.552213493056134,0.171609134924578
"5",0.22934082245058,0.0640214866444631,0.704374458665868
"6",0.104518665449425,0.289675054223286,0.603946161529986
"7",0.195577652038286,0.713206683974502,0.0899453173306413
"8",0.4038238048449,0.35838465898977,0.235881186127937
"9",0.19333212246639,0.732191181681384,0.0732360299214084
"10",0.329272353919796,0.5291069150124,0.140005166593428
"11",0.257772006092794,0.74099023310948,0
"12",0.23370909273233,0.687852301739405,0.0771106032032825
"13",0.260727028237431,0.478280146784718,0.259336030368865
"14",0.244916780052095,0.558171769495015,0.19538282162616
"15",0.215408314284384,0.550129189120283,0.232936913796465
"16",0.348331374187908,0.333780289672859,0.315969468418867
"17",0.347005519257046,0.398719090304433,0.25245479026429
"18",0.253787748683452,0.607494036518325,0.137259156572196
"19",0.379127158255393,0.619367946427722,0
"20",0.232786271244127,0.453690322437571,0.311843987217289
"21",0.32261712355504,0.541251275998192,0.134537698913947
"22",0.204393125046527,0.710872425234139,0.0834560745961825
"23",0.360785957699961,0.492254594315182,0.145272342830541
"24",0.394838923989421,0.414975658896292,0.188364717450645
"25",0.0790381860658013,0,0.918875767491124
"26",0.184070498186767,0.631357508760546,0.183184547406784
"27",0.215167989267779,0.711256377542755,0.0722923096394647
"28",0.273791488827381,0.597667669278963,0.127056758924341
"29",0.275936398313145,0.547257695505654,0.175244969035862
"30",0.314908188835205,0.683732718493794,0
"31",0.306804609492529,0.552326081691727,0.139300158847214
"32",0.186812851157449,0.742193142215514,0.0697717143965883
"33",0.153270092279405,0.76978426044939,0.0757820188896181
"34",0.0368413615820166,0.774451868355613,0.187609861355089
"35",0.25037123038729,0.678562239513137,0.0697160225649247
"36",0.261748609247024,0.627791774937482,0.10902697790577
"37",0.227118458927869,0.771686631445908,0
"38",0.237677070127798,0.745615231751162,0.0154644649983385
"39",0.143980648007226,0.83992027375832,0.0150456113562391
"40",0.0308242207940631,0.773211199654099,0.194868892039877
"41",0.32561884544033,0.569408341002273,0.103419686124253
"42",0.303706565934698,0.612692692190949,0.0821238973220602
"43",0.258313716705297,0.681966206143077,0.0583706120172083
"44",0.193234674536712,0.694168846967261,0.111298723971848
"45",0.259260788188322,0.709870961625321,0.0295602336274408
"46",0.296614415909103,0.589863728664361,0.112014341245934
"47",0.263783325985735,0.598424579175375,0.136314281573004
"48",0.394340615166087,0.457715899870201,0.14618726929703
"49",0.326475363755304,0.513021405145415,0.158864928226335
"50",0.349693653649496,0.429502524006525,0.219028103889228
"51",0.246653409235866,0.609056218553946,0.142837320106717
"52",0.210437731732595,0.685615383156937,0.102627454922764
"53",0.24828415659343,0.613328606519282,0.136939768913999
"54",0.256412058631827,0.688439196405429,0.0538099823817501
"55",0.21899124288122,0.616887415508835,0.162694243269073
"56",0.297664125196854,0.603374359860688,0.0974737657438397
"57",0.300842269253154,0.614307498570444,0.0833772831245573
"58",0.396218601993401,0.602261407022531,0
"59",0.214031664007489,0.433163461236466,0.351104226120731
"60",0.319626430650976,0.661884254012299,0.0170782302491627
"61",0.198636130712796,0.702196161527714,0.0978792464884489
"62",0.258225814829258,0.671223742472389,0.0691848792615099
"63",0.207020838957618,0.699934965102924,0.0917480368959977
"64",0.2407494431759,0.680874442818084,0.0770340152767045
"65",0.162378076470338,0.69665768307835,0.139686049510583
"66",0.177906287725297,0.725738620561701,0.095112639573176
"67",0.218922727516357,0.720966890277743,0.0588397258043272
"68",0.201107279951091,0.709619388207356,0.0879947587019279
"69",0.323097197095565,0.607384520825164,0.0680235169681997
"70",0.224260528799022,0.730982018332128,0.0434991095759937
"71",0.131405293007537,0.619955380417921,0.247261753269005
"72",0.140101925121158,0.646374483088756,0.21218126045361
"73",0,0.00136188929640643,0.99643352190301
"74",0.232404858148482,0.696647598105716,0.0696334274879706
"75",0.234967187249221,0.511166672582488,0.252271976023888
"76",0.196337581106439,0.748873667791238,0.0535716137800937
"77",0.0809012632188619,0.794539023424805,0.123470396699479
"78",0.219223878213625,0.745353568721274,0.0341883896344609
"79",0.244998810281997,0.702732228051405,0.0509575309110621
"80",0.279859582354384,0.633433411235509,0.085273559126043
"81",0.17806879753058,0.774686700917745,0.0460755234495291
"82",0.207080825969043,0.784867057416217,0.00688355963211092
"83",0.130846989232334,0.857922626465174,0.0102107057178939
"84",0.151363828944336,0.798796944395524,0.0487201750157152
"85",0.176247063131729,0.760635463238161,0.061928314041651
"86",0.321236812687722,0.64655442133806,0.0307738179645493
"87",0.338518862631502,0.660065994292077,0
"88",0.287769807598232,0.647229950156427,0.0635834714803406
