"","OTC","Branded","RX"
"237",0.1098681304163,0.0674234417952386,0.822708427788462
"238",0.109146451886786,0.0735446027488592,0.817308945364355
"239",0.109741073737554,0.0961235696224734,0.794135356639972
"240",0.125600134659988,0.0911622186298881,0.783237646710124
"241",0.12099625155998,0.0937133683750869,0.785290380064933
"242",0.13855456508296,0.0939035501306311,0.767541884786409
"243",0.113631345985413,0.0683100143631208,0.818058639651466
"244",0.134252751669021,0.111696953263167,0.754050295067812
"245",0.123322300001676,0.0696168801468534,0.80706081985147
"246",0.133246093666807,0.095062956795944,0.771690949537249
"247",0.121657743036465,0.0738228529204514,0.804519404043083
"248",0.129468293123867,0.0789335987984967,0.791598108077637
"249",0.112199302197524,0.0431056319972935,0.844695065805183
"250",0.12239679740729,0.0807176635136358,0.796885539079074
"251",0.112096756015778,0.0657330013797213,0.822170242604501
"252",0.128555619450888,0.100813570300572,0.77063081024854
"253",0.135763116989047,0.111226192676179,0.753010690334774
"254",0.136014517700758,0.134485854391688,0.729499627907553
"255",0.0926771943220012,0.0665260630342569,0.840796742643742
"256",0.166135077556494,0.11005306758176,0.723811854861746
"257",0.115291023990994,0.124508436321209,0.760200539687797
"258",0.121743816295334,0.101433884847332,0.776822298857334
"259",0.107772967392224,0.0866446699394058,0.80558236266837
"260",0.125976729450864,0.0979970692596119,0.776026201289524
"261",0.116400182457573,0.0860240555599104,0.797575761982516
"262",0.112565872757665,0.0829775117229156,0.804456615519419
"263",0.111604900882893,0.0820017722165351,0.806393326900572
"264",0.126413200361533,0.114417368296287,0.75916943134218
"265",0.138298908886619,0.151678541561806,0.710022549551575
"266",0.140052015988419,0.174376412844013,0.685571571167569
"267",0.114477759621597,0.0670055595638147,0.818516680814588
"268",0.121843146306313,0.0985720932096147,0.779584760484072
"269",0.130034463729909,0.0901295024351386,0.779836033834952
"270",0.161398948391687,0.149293429442374,0.689307622165939
"271",0.111719615673637,0.0827864011344759,0.805493983191887
"272",0.125067437341099,0.0745470210440198,0.800385541614882
"273",0.136992503641443,0.0981333337221788,0.764874162636378
"274",0.137387614795646,0.117248344582306,0.745364040622048
"275",0.105576896108061,0.0679874476328067,0.826435656259132
"276",0.129653994178423,0.10666759766945,0.763678408152127
"277",0.09147148059165,0.0749989184473051,0.833529600961045
"278",0.121166773745671,0.0474753536232295,0.8313578726311
"279",0.0690661557792358,0.0687039418691412,0.862229902351623
"280",0.0973907311401676,0.140616695537905,0.761992573321927
"281",0.0724422661600976,0.0777331703133041,0.849824563526598
"282",0.112592381065674,0.0910366544915101,0.796370964442816
"283",0.118547979107507,0.0881238230468485,0.793328197845644
"284",0.116722800482416,0.0671865687841695,0.816090630733415
"285",0.134487117192173,0.0768018176240881,0.788711065183739
"286",0.162331296680109,0.160317591945534,0.677351111374357
"287",0.104969484857273,0.0723445753563323,0.822685939786394
"288",0.117450731742017,0.0934515010120683,0.789097767245915
"289",0.215480874284142,0.272881302871597,0.511637822844261
"290",0.175163132499927,0.0996252776230769,0.725211589876996
"291",0.124869189883296,0.0673242949130012,0.807806515203703
"292",0.120327324730792,0.0815143593278016,0.798158315941407
"293",0.120650892168838,0.0781345087052109,0.801214599125951
"294",0.134260621959267,0.0971655781632512,0.768573799877482
"295",0.133865091091503,0.0856880288837942,0.780446880024703
"296",0.219783487480319,0.19250605355028,0.587710458969402
"297",0.131233639428602,0.0826777112618183,0.78608864930958
"298",0.139136494724289,0.073216952189237,0.787646553086474
"299",0.124917004105242,0.0564646630357285,0.818618332859029
"300",0.117163814266462,0.0615715165897751,0.821264669143763
"301",0.12206811698896,0.0936744843546925,0.784257398656348
"302",0.0905270644206918,0.0790424806691368,0.830430454910171
"303",0.207349271694718,0.0801724925576903,0.712478235747592
"304",0.0906403589022139,0.046843454972088,0.862516186125698
"305",0.119938849324234,0.072225160028262,0.807835990647504
"306",0.141581575103147,0.0860601245969532,0.7723583002999
"307",0.108760203884941,0.0553832255594634,0.835856570555596
"308",0.0952031588960441,0.0806573276456948,0.824139513458261
"309",0.119283232951156,0.0858963928325198,0.794820374216324
"310",0.138248714780194,0.0538742582134627,0.807877027006344
"311",0.111110613562667,0.0601441933485456,0.828745193088787
"312",0.164532769435285,0.0741049187633455,0.761362311801369
"313",0.155795316802594,0.113174020827998,0.731030662369408
"314",0.125436710833595,0.0736470323679994,0.800916256798406
"315",0.108715848152486,0.100665444549787,0.790618707297726
"316",0.107904053020051,0.0656862011131724,0.826409745866776
"317",0.129323449358881,0.0735918845926469,0.797084666048472
"318",0.210758082014367,0.259975545553088,0.529266372432545
"319",0.113716238927832,0.0958655293249447,0.790418231747223
"320",0.11978711635952,0.0687962583937546,0.811416625246725
"321",0.146852136931665,0.113966410208926,0.739181452859409
"322",0.137955954269659,0.0690474525508494,0.792996593179492
"323",0.108560547863693,0.0622830768862582,0.829156375250048
"324",0.120897107399964,0.0653699524878606,0.813732940112176
"325",0.139650103632833,0.11624670183323,0.744103194533937
"326",0.136050254430364,0.122194697302813,0.741755048266823
"327",0.109206888838266,0.0536627310329395,0.837130380128794
"328",0.136961301473435,0.107323190276693,0.755715508249872
"329",0.113028242056664,0.0683095937877583,0.818662164155578
"330",0.13491368081598,0.0734201661334301,0.79166615305059
"331",0.241188135698126,0.218447990229468,0.540363874072406
"332",0.12248128305606,0.0699168090344275,0.807601907909512
"333",0.124724743952808,0.0797333217910368,0.795541934256156
"334",0.133830533508102,0.0890384237364857,0.777131042755412
"335",0.140327408596564,0.124686304875939,0.734986286527497
"336",0.105278523375518,0.070409879590493,0.824311597033989
"337",0.138401687151047,0.100537345500412,0.761060967348541
"338",0.109978562372389,0.0748496145803626,0.815171823047248
"339",0.13676325295605,0.101036146256881,0.762200600787069
"340",0.111472946936306,0.0648449159918056,0.823682137071889
"341",0.130966643756534,0.0593388167189015,0.809694539524564
"342",0.111518263433452,0.0794517080747957,0.809030028491752
"343",0.114109737317699,0.0491297018175157,0.836760560864786
"344",0.106601666753633,0.0419182516973947,0.851480081548972
"345",0.112731077907668,0.0744121151188408,0.812856806973491
"346",0.127285374842528,0.0905844794495606,0.782130145707911
"347",0.148762752052138,0.0662808637563608,0.784956384191501
"348",0.144007819720191,0.103433796683572,0.752558383596237
"349",0.122867604355806,0.0909041988993866,0.786228196744807
"350",0.124078081185242,0.0646278233350664,0.811294095479692
"351",0.107179883989954,0.0749764800556761,0.81784363595437
"352",0.10793847059419,0.0754654536969716,0.816596075708838
"353",0.105995543161441,0.0303506626804265,0.863653794158133
"354",0.131761925010351,0.132004591328069,0.73623348366158
"355",0.103867505577016,0.0738222119198522,0.822310282503131
"356",0.115226201011003,0.0651746291248286,0.819599169864169
"357",0.106705010018477,0.0467465613616276,0.846548428619895
"358",0.144538205967528,0.0984584260740586,0.757003367958413
"359",0.132404190794936,0.119027957987909,0.748567851217155
"360",0.110596222209837,0.0658341882019256,0.823569589588237
"361",0.128547819521894,0.0511728353674983,0.820279345110607
"362",0.118384625063726,0.083961917522643,0.797653457413631
"363",0.127285211381287,0.0735276251264992,0.799187163492213
"364",0.0978640680307379,0.0540540675529181,0.848081864416344
"365",0.12085688024086,0.0656951490751392,0.813447970684
"366",0.163048679028781,0.0966950018006284,0.740256319170591
"367",0.142825660912953,0.0846330917474025,0.772541247339644
"368",0.115457473654567,0.0757499482122243,0.808792578133209
"369",0.147196862226921,0.0716885445551767,0.781114593217903
"370",0.118040772486014,0.0643806758196961,0.81757855169429
"371",0.117568955328079,0.0898751525393769,0.792555892132544
